id;active;category_id;title;slug;headline;price;image
2208862;1;10;Nail art.Farbki akwarelowe 1 stopnia;nail-art-farbki-akwarelowe-1-stopnia;Podstawy zdobienia farbkami akwarelowymi;174,99;https://img-b.udemycdn.com/course/480x270/2208862_b174_5.jpg?secure=eOmS6Ozo5OmyjyENhAqIfA%3D%3D%2C1607868608
2181806;1;11;YouTube Marketing – jak prowadzić kanał na YT ✅⭐;youtube-marketing-od-podstaw-do-eksperta;Kurs YouTube Marketing ukaże Ci krok po kroku jak założyć prowadzić i rozwijać swój kanał na YouTube ✅⭐;114,99;https://img-a.udemycdn.com/course/480x270/2181806_94b0.jpg?qQSNoLRrlnjYADas104neHTzfY34URemCL7dZGzvXB6N1qUxo9tGILwJlGRIwI_LlxWu2rxQmxCw-j035l9a36h6Fw_-e3F3N_q9OPrb1uz2tEX62klV5N8VXGKQ6w
2145400;1;12;Microsoft Power BI - zostań Mistrzem Power BI Desktop;power-bi-microsoft;Pobieraj przekształcaj łącz a następnie wizualizuj dane za pomocą Power BI Desktop;99,99;https://img-a.udemycdn.com/course/480x270/2145400_ce00_2.jpg?EnkygdzOrVEi0_VJDFkq1bbx9vAR593C-bRyxymXK53tnfie0aMbd-Wq2D3fEr6c8Rakrw-cBKRjOZvZcam_SISFba56Iq61YgsBmK2-vMVgaqMdXGSaikc6L8O8w4Sp
1343300;1;12;Analiza Danych - Podstawy Teoria i Praktyka;analiza-danych;Naucz się pozyskiwania przechowywania i analizy danych z praktycznym wykorzystaniem Excel i SQL;549,99;https://img-a.udemycdn.com/course/480x270/1343300_9f54.jpg?wMwmCleRvJ4wofnYKoVW7ZFktrgMfKVCmZokBrvot2bHIl6vdLPAE7USn06WTi32UYAyqT65mo04t3YihjuSXpg4J9zrltHaiijWTn_rGc5kFfAiJ9gC9iTpohBDeQ
1695414;1;12;Kurs Access Video;kurs-access-video;sam twórz profesjonalne bazy danych!;189,99;https://img-a.udemycdn.com/course/480x270/1695414_5195_2.jpg?joB2v4bsZHOT7l4U5WBHQIW-6rldHVRCTV1ATSwMejEMXJdPJ86ppWekMyoR3SFpnRCRnvplQK2GaDzJiDIBFeO6hbbJhzCvUF7QkEx4sDP6Wje5NriaWcfwjxv844vG
1393270;1;12;Tableau 10 A-Z (Wersja Polska);tableau-10-pl;Naucz się Tableau 10 dla analizy danych krok po kroku. Ćwiczenia z analizy danych na podstawie prawdziwych przykładów.;599,99;https://img-a.udemycdn.com/course/480x270/1393270_a2bc.jpg?ycz2VYp1R0oLZ8Tdzxg5KmsSJE9cvGC7D4sPwKXb2eEwSM82HRbjxEmI1Y_qgAT27dEhwyFSS4yMF-InJMsYuKASj29vRxU6hdXjsUWvFOdgmXylUwlDoSOkRC10GQ
1923214;1;13;Prawo dla Freelancerów;prawo-dla-freelancerow;Umowy i Prawo Autorskie w Praktyce;159,99;https://img-a.udemycdn.com/course/480x270/1923214_4353.jpg?q34P9SLhvWdQpzSGSNogMyS-7MRDgWgKcD40eSuN-yJhYpJ7K2Q-iQb_IvqUS8Y7Dc0dJeC0J_ah7MNf8NyQY2UaKyOSsEjEjEWMtPOe6cLLYbOl4Ojl-AQL7G-DkQ
3028612;1;14;Twórz i zarabiaj na apkach - Kompleksowe Szkolenie Apkademii;apkademia-szkolenie;Kompleksowe Szkolenie Apkademii - jak stworzyć i zacząć zarabiać na aplikacjach moblinych i stronach WWW?;599,99;https://img-b.udemycdn.com/course/480x270/3028612_acc2_2.jpg?secure=Z2PVzpzwFVxwPugBgfR8bg%3D%3D%2C1607867624
1079616;1;15;Edukacja Dorosłych w Anglii Walii oraz Irlandii Północnej;edukacjadorosych-uk1;Szkoły kwalifikacje i kursy dla dorosłych;69,99;https://img-a.udemycdn.com/course/480x270/1079616_98e3_4.jpg?0eyZRAOr4br2n-MmWMvC0HDPyk1bMJH3715lUQMjvAvASg0MIsFtNZbNB2q4IfHT3PoUmTZoVNGahpTkLVTGEXc3DgPjpBIT9qfkjoQ50wqITFwIQvKpbnDi_20kvfMr
3006144;1;15;Duński od Podstaw;dunski-od-podstaw;Naucz się duńskiego od podstaw!;69,99;https://img-a.udemycdn.com/course/480x270/3006144_d9d3_2.jpg?d6LeOnb_TSkOJH0GJGqqdGgS7DaBUDD8Zy29r6iPsxQIQphjf_xAxsFz-uQKKMme97wOKUHMY_MoaXIhWyZNGFvBT6hZjnYGRbCoZrBySDD8kGS062FtGfFmMWWwF0JG
1479314;1;15;Prezentacja z flipchartem – sposób na wyróżnienie się.;kurs-prezentacja-z-flipchartem;Praktyczny kurs dzięki któremu spotkania korporacyjne prezentacje i szkolenia zyskają na skuteczności.;144,99;https://img-b.udemycdn.com/course/480x270/1479314_0f99_3.jpg?secure=UM75C_QzW14APztTzgWX4Q%3D%3D%2C1607867144
2699764;1;15;Poznaj swoją odporność psychiczną;odpornosc-psychiczna;Dowiedz się czy jesteś odporny czy wrażliwy psychicznie;69,99;https://img-a.udemycdn.com/course/480x270/2699764_32ac.jpg?fVtkrU-loUAWFiXQrAAetrjdSJZnIXhutUY2oGilw7pI4eudc8R7pSIzAAIkeSj2Ixqhco87-ScOhXLZa7l23qMjdEUBd4oIaleKRWkO4xUGl5Lbh5bpphmxxGQpKA
3427444;1;15;Rozmowa o pracę po angielsku: 10 błędów i jak ich unikać;rozmowa-o-prace-po-angielsku-10-bledow;10 najczęstszych błędów kandydatów na rozmowie o pracę po angielsku - i jak ich nie robić!;69,99;https://img-a.udemycdn.com/course/480x270/3427444_7ccf.jpg?5EdV07p2VUPbN_DTqOhcgUlx3S8lbxAkzC6INEpwDvGa1W7p76TO2EUFVQUDLdoibq7OJwxjOYhwePpeCRbMZFBKbUQgzDtFY8aS__Ibnt1jH57hxkev3NYFwE4k0g
2798266;1;15;ABC Inwestowania na Giełdzie;mine-street;Akcje Kontrakty Forex Kryptowaluty CFD GPW Wall Street;0;https://img-b.udemycdn.com/course/480x270/2798266_b32b_4.jpg?secure=t6frZMVdzs5FTOWj1CKRZg%3D%3D%2C1607867144
2054923;1;15;Jak napisać idealny list motywacyjny;jak-napisac-idealny-list-motywacyjny;Co każdy powinien wiedzieć o listach motywacyjnych;69,99;https://img-a.udemycdn.com/course/480x270/2054923_2d5c.jpg?Y9Pt_U0RYiKpirvIVv4NN3FTrsFryIoxzk6Njdf5fq-BW9jahmx2RuRL2cinHXTk7x4bFKvP-IJ5VJ7uMydqy1U0khSIlrj9B0Kt_e5HdiYHbp3GTJXNUGl8eQ85oQ
